946,29
947,46
948,24
949,34
950,20
951,12
952,2
953,47
954,44
955,32
956,49
957,46
958,34
959,25
960,5
961,2
962,7
963,5
964,31
965,2
966,19
967,10
968,37
969,37
970,27
971,31
972,11
973,30
974,31
975,12
976,30
977,11
978,7
979,5
980,46
981,26
982,18
983,47
984,24
985,12
986,30
987,22
988,7
989,15
990,49
991,12
992,19
993,5
994,18
995,1
996,8
997,36
998,12
999,45
1000,22
1001,38
1002,27
1003,34
1004,17
1005,7
1006,47
1007,48
1008,17
1009,4
1010,5
1011,12
1012,31
1013,22
1014,11
1015,7
1016,35
1017,42
1018,28
1019,42
1020,7
1021,26
1022,5
1023,25
1024,33
1025,22
1026,27
1027,40
1028,9
1029,38
1030,36
1031,32
1032,26
1033,12
1034,16
1035,44
1036,20
1037,14
1038,44
1039,38
1040,19
1041,48
1042,2
1043,2
1044,21
1045,14
1046,8
1047,6
1048,5
1049,35
1050,49
1051,13
1052,13
1053,5
1054,39
1055,47
1056,28
1057,15
1058,38
1059,36
1060,3
1061,26
1062,17
1063,30
1064,37
1065,34
1066,25
1067,9
1068,48
1069,18
1070,46
1071,16
1072,17
1073,47
1074,19
1075,38
1076,10
1077,26
1078,43
1079,17
1080,13
1081,41
1082,29
1083,27
1084,47
1085,18
1086,23
1087,24
1088,32
1089,12
1090,9
1091,36
1092,37
1093,27
1094,15
1095,26
1096,13
1097,42
1098,34
1099,10
1100,9
1101,31
1102,27
1103,28
1104,28
1105,48
1106,15
1107,39
1108,23
1109,9
1110,7
1111,35
1112,1
1113,36
1114,11
1115,47
1116,3
1117,35
1118,20
1119,36
1120,47
1121,28
1122,22
1123,33
1124,6
1125,38
1126,8
1127,18
1128,29
1129,43
1130,29
1131,38
1132,24
1133,8
1134,15
1135,3
1136,5
1137,31
1138,43
1139,27
1140,39
1141,50
1142,12
1143,39
1144,37
1145,24
1146,35
1147,39
1148,9
1149,4
1150,24
1151,7
1152,33
1153,47
1154,39
1155,38
1156,35
1157,49
1158,6
1159,13
1160,43
1161,34
1162,2
1163,18
1164,41
1165,18
1166,20
1167,45
1168,48
1169,15
1170,24
1171,38
1172,14
1173,37
1174,26
1175,50
1176,10
1177,12
1178,40
1179,20
1180,17
1181,15
1182,26
1183,1
1184,12
1185,17
1186,41
1187,46
1188,17
1189,46
1190,10
1191,11
1192,31
1193,12
1194,29
1195,24
1196,29
1197,48
1198,20
1199,29
1200,12
1201,43
1202,16
1203,27
1204,31
1205,44
1206,28
1207,41
1208,7
1209,17
1210,12
1211,26
1212,32
1213,40
1214,26
1215,45
1216,6
1217,16
1218,42
1219,24
1220,13
1221,1
1222,34
1223,46
1224,14
1225,12
1226,19
1227,45
1228,12
1229,40
1230,25
1231,23
1232,35
1233,42
1234,2
1235,15
1236,35
1237,29
1238,7
1239,44
1240,48
1241,19
1242,19
1243,31
1244,8
1245,46
1246,25
1247,15
1248,14
1249,18
1250,40
1251,26
1252,20
1253,23
1254,21
1255,34
1256,37
1257,41
1258,30
1259,48
1260,31
1261,4
1262,22
1263,15
1264,45
1265,23
1266,31
1267,32
1268,4
1269,38
1270,25
1271,1
1272,8
1273,45
1274,31
1275,15
1276,40
1277,7
1278,31
1279,3
1280,24
1281,20
1282,31
1283,45
1284,44
1285,3
1286,28
1287,30
1288,44
1289,9
1290,27
1291,26
1292,12
1293,49
1294,42
1295,9
1296,21
1297,22
1298,40
1299,26
1300,9
1301,16
1302,26
1303,16
1304,10
1305,8
1306,32
1307,1
1308,14
1309,14
1310,6
1311,39
1312,33
1313,36
1314,34
1315,27
1316,40
1317,13
1318,8
1319,33
1320,22
1321,35
1322,10
1323,35
1324,33
1325,1
1326,43
1327,5
1328,23
1329,32
1330,31
1331,33
1332,47
1333,8
1334,49
1335,8
1336,16
1337,32
1338,9
1339,31
1340,46
1341,14
1342,20
1343,30
1344,1
1345,5
1346,8
1347,40
1348,19
1349,16
1350,25
1351,40
1352,50
1353,36
1354,27
1355,34
1356,37
1357,19
1358,40
1359,11
1360,3
1361,22
1362,43
1363,49
1364,32
1365,43
1366,9
1367,47
1368,25
1369,17
1370,27
1371,22
1372,32
1373,48
1374,1
1375,34
1376,4
1377,9
1378,25
1379,23
1380,26
1381,1
1382,14
1383,27
1384,37
1385,40
1386,12
1387,23
1388,9
1389,3
1390,35
1391,11
1392,25
1393,27
1394,11
1395,6
1396,22
1397,19
1398,4
1399,48
1400,37
1401,32
1402,19
1403,20
1404,30
1405,21
1406,3
1407,35
1408,31
1409,30
1410,7
1411,6
1412,30
1413,21
1414,34
1415,16
1416,12
1417,45
1418,40
1419,20
1420,48
1421,24
1422,32
1423,24
1424,3
1425,45
1426,31
1427,24
1428,15
1429,34
1430,23
1431,2
1432,17
1433,41
1434,21
1435,48
1436,13
1437,26
1438,33
1439,44
1440,7
1441,41
1442,1
1443,36
1444,11
1445,35
1446,4
1447,25
1448,31
1449,43
1450,46
1451,28
1452,19
1453,28
1454,3
1455,21
1456,24
1457,33
1458,46
1459,38
1460,18
1461,18
1462,39
1463,37
1464,10
1465,12
1466,34
1467,22
1468,39
1469,16
1470,17
1471,45
1472,7
1473,18
1474,32
1475,19
1476,4
1477,35
1478,43
1479,34
1480,28
1481,41
1482,14
1483,48
1484,18
1485,18
1486,18
1487,43
1488,3
1489,15
1490,30
1491,20
1492,32
1493,21
1494,6
1495,43
1496,32
1497,42
1498,14
1499,22
1500,7
1501,31
1502,18
1503,15
1504,50
1505,49
1506,34
1507,5
1508,34
1509,28
1510,40
1511,13
1512,18
1513,5
1514,10
1515,37
1516,23
1517,27
1518,31
1519,25
1520,43
1521,11
1522,46
1523,24
1524,31
1525,4
1526,16
1527,14
1528,45
1529,31
1530,35
1531,1
1532,13
1533,2
1534,18
1535,14
1536,50
1537,3
1538,18
1539,35
1540,32
1541,8
1542,47
1543,50
1544,14
1545,6
1546,38
1547,36
1548,34
1549,19
1550,10
1551,26
1552,31
1553,8
1554,1
1555,11
1556,11
1557,18
1558,24
1559,5
1560,49
1561,10
1562,7
1563,13
1564,11
1565,24
1566,27
1567,12
1568,28
1569,46
1570,47
1571,10
1572,5
1573,43
1574,11
1575,19
1576,1
1577,48
1578,4
1579,34
1580,18
1581,16
1582,10
1583,48
1584,23
1585,10
1586,10
1587,35
1588,30
1589,35
1590,39
1591,28
1592,44
1593,47
1594,40
1595,6
1596,23
1597,18
1598,18
1599,50
1600,14
1601,14
1602,9
1603,18
1604,8
1605,19
1606,38
1607,8
1608,19
1609,42
1610,42
1611,36
1612,9
1613,3
1614,36
1615,31
1616,14
1617,47
1618,15
1619,43
1620,32
1621,5
1622,20
1623,25
1624,1
1625,12
1626,31
1627,25
1628,31
1629,50
1630,25
1631,46
1632,13
1633,33
1634,14
1635,22
1636,4
1637,1
1638,30
1639,22
1640,44
1641,23
1642,9
1643,2
1644,25
1645,46
1646,34
1647,40
1648,43
1649,50
1650,33
1651,24
1652,6
1653,4
1654,50
1655,9
1656,17
1657,32
1658,33
1659,48
1660,31
1661,7
1662,43
1663,45
1664,42
1665,8
1666,17
1667,47
1668,11
1669,48
1670,18
1671,6
1672,20
1673,28
1674,10
1675,46
1676,24
1677,43
1678,35
1679,18
1680,45
1681,19
1682,43
1683,50
1684,23
1685,44
1686,10
1687,39
1688,26
1689,43
1690,38
1691,8
1692,1
1693,31
1694,3
1695,44
1696,40
1697,21
1698,40
1699,50
1700,18
1701,9
1702,6
1703,39
1704,37
1705,17
1706,36
1707,12
1708,9
1709,20
1710,31
1711,5
1712,41
1713,23
1714,7
1715,13
1716,16
1717,16
1718,1
1719,43
1720,8
1721,41
1722,1
1723,11
1724,21
1725,3
1726,4
1727,12
1728,23
1729,46
1730,12
1731,42
1732,4
1733,19
1734,32
1735,42
1736,35
1737,17
1738,5
1739,45
1740,38
1741,35
1742,2
1743,28
1744,9
1745,8
1746,40
1747,27
1748,23
1749,43
1750,19
1751,33
1752,33
1753,21
1754,43
1755,5
1756,23
1757,48
1758,16
1759,47
1760,45
1761,29
1762,40
1763,1
1764,49
1765,21
1766,44
1767,35
1768,37
1769,49
1770,30
1771,27
1772,35
1773,31
1774,4
1775,46
1776,38
1777,46
1778,22
1779,12
1780,40
1781,42
1782,46
1783,22
1784,13
1785,38
1786,28
1787,37
1788,38
1789,45
1790,36
1791,34
1792,24
1793,27
1794,34
1795,24
1796,48
1797,28
1798,9
1799,36
1800,28
1801,40
1802,12
1803,14
1804,20
1805,18
1806,9
1807,9
1808,13
1809,32
1810,22
1811,2
1812,24
1813,18
1814,25
1815,38
1816,7
1817,4
1818,26
1819,46
1820,48
1821,11
1822,30
1823,23
1824,38
1825,13
1826,47
1827,37
1828,42
1829,7
1830,22
1831,21
1832,46
1833,36
1834,35
1835,17
1836,3
1837,43
1838,27
1839,15
1840,27
1841,48
1842,18
1843,2
1844,15
1845,42
1846,39
1847,24
1848,45
1849,16
1850,19
1851,44
1852,29
1853,48
1854,19
1855,18
1856,13
1857,15
1858,4
1859,6
1860,23
1861,27
1862,27
1863,18
1864,14
1865,11
1866,34
1867,16
1868,5
1869,10
1870,32
1871,31
1872,9
1873,49
1874,32
1875,26
1876,42
1877,22
1878,49
1879,38
1880,40
1881,19
1882,34
1883,18
1884,19
1885,2
1886,35
1887,31
1888,18
1889,40
1890,38
1891,40
1892,18
1893,14
1894,7
1895,32
1896,24
1897,42
1898,47
1899,31
1900,3
1901,31
1902,11
1903,13
1904,29
1905,45
1906,38
1907,23
1908,18
1909,38
1910,12
1911,7
1912,7
1913,45
1914,26
1915,25
1916,48
1917,10
1918,7
1919,15
1920,1
1921,44
1922,4
1923,19
1924,10
1925,12
1926,50
1927,33
1928,5
1929,46
1930,13
1931,9
1932,26
1933,26
1934,22
1935,7
1936,22
1937,9
1938,31
1939,39
1940,49
1941,44
1942,48
1943,5
1944,39
1945,23
1946,31
1947,38
1948,33
1949,39
1950,3
1951,35
1952,32
1953,8
1954,3
1955,41
1956,22
1957,2
1958,26
1959,26
1960,50
1961,40
1962,37
1963,25
1964,15
1965,8
1966,33
1967,38
1968,18
1969,15
1970,27
1971,16
1972,9
1973,24
1974,20
1975,49
1976,48
1977,2
1978,36
1979,32
1980,40
1981,38
1982,17
1983,24
1984,48
1985,19
1986,14
1987,19
1988,21
1989,41
1990,46
1991,20
1992,31
1993,32
1994,46
1995,47
1996,39
1997,31
1998,35
1999,9
